case,pa_x_cm,pa_y_cm,pa_z_cm,va_x_cms,va_y_cms,va_z_cms,pb_x_cm,pb_y_cm,pb_z_cm,vb_x_cms,vb_y_cms,vb_z_cms,safety_cm,horizon_ms,expected_risk,expected_tcpa_ms,expected_dcpa_cm,telemetry_a_hex,telemetry_b_hex
23852,-11683,-13498,-17607,26,1651,-107,10016,-10876,-16027,-1760,1165,-1705,729,7167,0,7116,13318,d7020100050000015d2c000000000000ffffd25dffffcb46ffffbb39001a0673ff952196,d7020100050000025d2c00000000000000002720ffffd584ffffc165f920048df9577fb1
23853,-12992,8705,-4445,-415,-1496,-242,-2113,-6756,17667,174,-569,1819,668,1012,0,,29091,d7020100050000015d2d000000000000ffffcd4000002201ffffeea3fe61fa28ff0ee7cf,d7020100050000025d2d000000000000fffff7bfffffe59c0000450300aefdc7071b09e8
23854,-19847,11801,5610,222,-908,371,-19244,11661,4778,-405,1955,1268,292,4673,0,162,909,d7020100050000015d2e000000000000ffffb27900002e19000015ea00defc74017347f6,d7020100050000025d2e000000000000ffffb4d400002d8d000012aafe6b07a304f492eb
23855,16212,11547,-17745,-1159,533,98,2687,9138,9359,847,-1136,1497,148,2422,0,,30386,d7020100050000015d2f00000000000000003f5400002d1bffffbaaffb7902150062f942,d7020100050000025d2f00000000000000000a7f000023b20000248f034ffb9005d9425e
23856,-12785,-7645,-6562,-335,-1661,-189,-2128,-14054,-8622,1427,561,-634,133,3265,0,,12605,d7020100050000015d30000000000000ffffce0fffffe223ffffe65efeb1f983ff43580a,d7020100050000025d30000000000000fffff7b0ffffc91affffde5205930231fd867c54
23857,3544,13258,-1471,-842,282,-1497,14808,10789,13967,1302,489,-1198,587,7362,0,,19269,d7020100050000015d3100000000000000000dd8000033cafffffa41fcb6011afa27d99f,d7020100050000025d31000000000000000039d800002a250000368f051601e9fb522b3b
23858,3126,2618,-15819,-1921,1985,824,-17739,-8611,-2759,1347,-1838,1282,525,7966,0,756,26784,d7020100050000015d3200000000000000000c3600000a3affffc235f87f07c10338a6ec,d7020100050000025d32000000000000ffffbab5ffffde5dfffff5390543f8d2050202a9
23859,-12293,13068,-7922,634,0,-498,6945,-13896,-14384,1830,-1439,-1600,388,7127,0,,33747,d7020100050000015d33000000000000ffffcffb0000330cffffe10e027a0000fe0e0fdd,d7020100050000025d3300000000000000001b21ffffc9b8ffffc7d00726fa61f9c01a36
23860,13048,-14879,-12253,-1274,1272,132,6271,5695,12138,-1653,1196,805,993,5812,0,,32621,d7020100050000015d34000000000000000032f8ffffc5e1ffffd023fb0604f800843384,d7020100050000025d340000000000000000187f0000163f00002f6af98b04ac03256905
23861,12625,3246,-5712,-1286,644,-97,-1934,3855,-18069,468,464,588,980,9026,0,9533,6312,d7020100050000015d350000000000000000315100000caeffffe9b0fafa0284ff9f572f,d7020100050000025d35000000000000fffff87200000f0fffffb96b01d401d0024c4397
23862,5752,10161,11305,-1322,1732,-696,-13648,-1723,-18269,600,937,-225,125,2606,0,9184,31758,d7020100050000015d3600000000000000001678000027b100002c29fad606c4fd4891ef,d7020100050000025d36000000000000ffffcab0fffff945ffffb8a3025803a9ff1f30d9
23863,17774,1995,-19129,-1078,-1694,218,-423,-18737,12620,-1762,-1966,-547,948,2785,0,5503,41651,d7020100050000015d370000000000000000456e000007cbffffb547fbcaf96200da6d65,d7020100050000025d37000000000000fffffe59ffffb6cf0000314cf91ef852fdddebf6
23864,-10833,17662,-8818,1405,838,330,9832,16763,-11290,1240,978,1073,302,7666,0,8971,19640,d7020100050000015d38000000000000ffffd5af000044feffffdd8e057d0346014a332d,d7020100050000025d38000000000000000026680000417bffffd3e604d803d204312e6a
23865,10221,-4741,-10117,198,-151,113,7683,-16925,-2755,1577,52,-971,650,14472,0,4475,12109,d7020100050000015d39000000000000000027edffffed7bffffd87b00c6ff690071d11e,d7020100050000025d3900000000000000001e03ffffbde3fffff53d06290034fc353f22
23866,-1289,10071,-4980,1226,1779,1080,-6895,-12892,-2315,790,-1249,498,478,3545,0,,23787,d7020100050000015d3a000000000000fffffaf700002757ffffec8c04ca06f304384e29,d7020100050000025d3a000000000000ffffe511ffffcda4fffff6f50316fb1f01f27ad9
23867,-19842,12521,-18605,-433,322,570,-10727,18299,3294,966,-1636,-1687,147,5870,0,4409,19608,d7020100050000015d3b000000000000ffffb27e000030e9ffffb753fe4f0142023a8364,d7020100050000025d3b000000000000ffffd6190000477b00000cde03c6f99cf96990a8
23868,7915,-2162,14055,-553,-1449,1136,-3290,14171,13045,552,-898,1233,769,1473,0,2269,19632,d7020100050000015d3c00000000000000001eebfffff78e000036e7fdd7fa57047007a3,d7020100050000025d3c000000000000fffff3260000375b000032f50228fc7e04d1e9ab
23869,-18381,-1565,-10050,1208,627,-1058,-14347,19516,-15116,-1287,1613,1154,107,1619,0,40,22052,d7020100050000015d3d000000000000ffffb833fffff9e3ffffd8be04b80273fbde376d,d7020100050000025d3d000000000000ffffc7f500004c3cffffc4f4faf9064d04825324
23870,11145,1028,-10295,1552,-1337,-580,11842,7230,-14199,-1119,938,-1573,319,8390,0,,7361,d7020100050000015d3e00000000000000002b8900000404ffffd7c90610fac7fdbc77eb,d7020100050000025d3e00000000000000002e4200001c3effffc889fba103aaf9db0cc1
23871,-10077,-1474,-9640,-1726,149,-947,-9207,-11153,2730,-902,318,-28,513,4208,0,,15730,d7020100050000015d3f000000000000ffffd8a3fffffa3effffda58f9420095fc4d9f2f,d7020100050000025d3f000000000000ffffdc09ffffd46f00000aaafc7a013effe4ab76
23872,-2388,5481,-13913,-902,-1152,-499,-1274,7310,4032,1813,199,84,653,9652,0,,18072,d7020100050000015d40000000000000fffff6ac00001569ffffc9a7fc7afb80fe0d50cc,d7020100050000025d40000000000000fffffb0600001c8e00000fc0071500c70054af51
23873,1129,-17337,-3299,-1066,-1740,-1572,12695,11851,5463,1145,-1344,1035,850,10357,0,,32595,d7020100050000015d4100000000000000000469ffffbc47fffff31dfbd6f934f9dc0416,d7020100050000025d410000000000000000319700002e4b000015570479fac0040bb545
23874,-17312,2821,2324,-472,-718,-3,9509,13487,-2403,394,719,-33,877,11251,0,,29248,d7020100050000015d42000000000000ffffbc6000000b0500000914fe28fd32fffd8f6b,d7020100050000025d4200000000000000002525000034affffff69d018a02cfffdf3292
23875,-5313,-18332,11816,-589,-833,687,-17902,-9831,-551,-1216,-1130,1242,744,13560,0,1894,19515,d7020100050000015d43000000000000ffffeb3fffffb86400002e28fdb3fcbf02affce7,d7020100050000025d43000000000000ffffba12ffffd999fffffdd9fb40fb9604dafba2
23876,7240,5169,-16715,-1010,861,-531,12370,-9823,-3622,-1159,-1048,-1918,132,10527,0,,20554,d7020100050000015d4400000000000000001c4800001431ffffbeb5fc0e035dfded69a3,d7020100050000025d4400000000000000003052ffffd9a1fffff1dafb79fbe8f8827b86
23877,-3726,-13488,8994,-151,1337,-1502,-19667,9808,-1071,-63,363,777,571,12709,0,7647,23205,d7020100050000015d45000000000000fffff172ffffcb5000002322ff690539fa22741e,d7020100050000025d45000000000000ffffb32d00002650fffffbd1ffc1016b0309c9dc
23878,16962,-571,-15387,-269,-1432,-1888,-4603,1375,17807,1709,1174,-327,377,10646,0,,39631,d7020100050000015d4600000000000000004242fffffdc5ffffc3e5fef3fa68f8a080a2,d7020100050000025d46000000000000ffffee050000055f0000458f06ad0496feb943cf
23879,16719,-16992,9341,-209,1153,-1460,-13058,-15089,-11302,716,41,1146,605,7323,0,9395,23073,d7020100050000015d470000000000000000414fffffbda00000247dff2f0481fa4c7c98,d7020100050000025d47000000000000ffffccfeffffc50fffffd3da02cc0029047a2c41
23880,-975,11166,15089,415,-1783,-683,-11440,4875,-11797,1069,-408,-808,406,5172,0,5199,28440,d7020100050000015d48000000000000fffffc3100002b9e00003af1019ff909fd557868,d7020100050000025d48000000000000ffffd3500000130bffffd1eb042dfe68fcd852a8
23881,7044,18740,-4682,1234,173,1752,-14432,14127,-4753,-444,468,231,249,8706,0,,21965,d7020100050000015d4900000000000000001b8400004934ffffedb604d200ad06d8d187,d7020100050000025d49000000000000ffffc7a00000372fffffed6ffe4401d400e74b6f
23882,-17963,14410,-2921,1026,1209,-240,15334,-6218,10820,1170,-1844,187,638,5516,0,,41509,d7020100050000015d4a000000000000ffffb9d50000384afffff497040204b9ff10d029,d7020100050000025d4a00000000000000003be6ffffe7b600002a440492f8cc00bbfb10
23883,-4902,5186,14853,-680,-241,-995,3431,-5846,14338,506,1872,1174,184,5471,0,1375,13092,d7020100050000015d4b000000000000ffffecda0000144200003a05fd58ff0ffc1ddce0,d7020100050000025d4b00000000000000000d67ffffe92a0000380201fa0750049637fc
23884,17736,16120,14272,-1030,-868,-1476,-6168,-13478,-15089,-813,-77,-73,643,4135,0,26425,21569,d7020100050000015d4c0000000000000000454800003ef8000037c0fbfafc9cfa3c6851,d7020100050000025d4c000000000000ffffe7e8ffffcb5affffc50ffcd3ffb3ffb786b9
23885,-18460,7600,239,656,-1355,138,9205,-11333,14265,-837,1010,716,315,8228,0,9560,23981,d7020100050000015d4d000000000000ffffb7e400001db0000000ef0290fab5008ad6db,d7020100050000025d4d000000000000000023f5ffffd3bb000037b9fcbb03f202cc7629
23886,-12208,17606,-18003,933,-1774,-1453,-3019,-13399,5611,-162,-168,-1855,515,1384,0,17602,19562,d7020100050000015d4e000000000000ffffd050000044c6ffffb9ad03a5f912fa53cfc4,d7020100050000025d4e000000000000fffff435ffffcba9000015ebff5eff58f8c1ba7b
23887,-19688,-9582,-11406,1517,1569,-1535,16119,6619,18753,-702,639,446,151,7938,0,3580,48266,d7020100050000015d4f000000000000ffffb318ffffda92ffffd37205ed0621fa0125e9,d7020100050000025d4f00000000000000003ef7000019db00004941fd42027f01bec31c
23888,99,-5016,821,1763,1252,-106,-16773,-19644,12995,-1735,90,1512,702,3654,0,,25433,d7020100050000015d5000000000000000000063ffffec680000033506e304e4ff965aaf,d7020100050000025d50000000000000ffffbe7bffffb344000032c3f939005a05e8b36d
23889,16322,100,18501,1403,-1370,-1572,16283,-9202,15864,556,25,65,472,11268,0,3230,6142,d7020100050000015d5100000000000000003fc20000006400004845057bfaa6f9dc72d0,d7020100050000025d5100000000000000003f9bffffdc0e00003df8022c00190041377b
23890,9862,-2447,1826,-1204,1944,538,-2800,-5254,-18695,-246,-620,446,449,1411,0,406,24250,d7020100050000015d5200000000000000002686fffff67100000722fb4c0798021a36dd,d7020100050000025d52000000000000fffff510ffffeb7affffb6f9ff0afd9401bed81c
23891,-6587,-73,-2757,-1553,-1008,106,18982,1728,5912,-607,841,409,318,14576,0,,27058,d7020100050000015d53000000000000ffffe645ffffffb7fffff53bf9effc10006a70fc,d7020100050000025d5300000000000000004a26000006c000001718fda1034901999b7c
23892,-7859,-10501,7699,921,816,-1746,14733,-14301,10934,-91,-455,-1938,500,8641,0,6970,20131,d7020100050000015d54000000000000ffffe14dffffd6fb00001e1303990330f92e275f,d7020100050000025d540000000000000000398dffffc82300002ab6ffa5fe39f86e23b5
23893,12157,9708,-9160,-616,-96,1044,8766,-18730,-4210,-1133,1260,-1314,688,2540,0,6324,23197,d7020100050000015d5500000000000000002f7d000025ecffffdc38fd98ffa00414fe46,d7020100050000025d550000000000000000223effffb6d6ffffef8efb9304ecfadee07d
23894,6533,2758,-16586,-596,-1896,972,1553,-8548,-9426,1545,-348,560,774,4034,0,4352,8276,d7020100050000015d560000000000000000198500000ac6ffffbf36fdacf89803ccd69d,d7020100050000025d5600000000000000000611ffffde9cffffdb2e0609fea402303206
23895,-410,-18766,-1404,10,-1638,-1300,-13793,1373,12535,1791,710,1578,386,8119,0,,27910,d7020100050000015d57000000000000fffffe66ffffb6b2fffffa84000af99afaec5be0,d7020100050000025d57000000000000ffffca1f0000055d000030f706ff02c6062ab1f6
23896,-3120,-11120,15957,-706,524,1665,4433,-11504,-18321,-723,-191,-1950,143,2945,0,,35102,d7020100050000015d58000000000000fffff3d0ffffd49000003e55fd3e020c0681af09,d7020100050000025d5800000000000000001151ffffd310ffffb86ffd2dff41f862f4af
23897,13452,-5074,-11953,-1994,1105,-552,-18608,-14799,-14705,-70,-1152,1930,709,11052,0,3113,31385,d7020100050000015d590000000000000000348cffffec2effffd14ff8360451fdd80e51,d7020100050000025d59000000000000ffffb750ffffc631ffffc68fffbafb80078ac75f
23898,9203,-7368,-16411,-1631,-1091,-675,-8427,-15294,4522,-875,-358,-100,890,2002,0,4934,27871,d7020100050000015d5a000000000000000023f3ffffe338ffffbfe5f9a1fbbdfd5de4bf,d7020100050000025d5a000000000000ffffdf15ffffc442000011aafc95fe9aff9c7cbf
23899,1268,-17750,3661,1741,940,-32,868,-3689,-663,-1833,81,768,199,2215,0,997,14230,d7020100050000015d5b000000000000000004f4ffffbaaa00000e4d06cd03acffe08a6a,d7020100050000025d5b00000000000000000364fffff197fffffd69f8d700510300d930
23900,-14836,8968,-17522,938,180,1842,-5010,622,-7728,-1109,-276,832,377,7630,0,4836,11637,d7020100050000015d5c000000000000ffffc60c00002308ffffbb8e03aa00b407326734,d7020100050000025d5c000000000000ffffec6e0000026effffe1d0fbabfeec03402bed
23901,-15400,5010,-9197,-447,-1965,-1644,-8393,-12753,-203,-1558,-269,467,623,12086,0,2209,20092,d7020100050000015d5d000000000000ffffc3d800001392ffffdc13fe41f853f994c8e6,d7020100050000025d5d000000000000ffffdf37ffffce2fffffff35f9eafef301d31229
23902,12342,-15731,-9032,873,618,-1170,8368,-19863,-2705,-1529,-387,-447,460,13187,0,,8537,d7020100050000015d5e00000000000000003036ffffc28dffffdcb80369026afb6eb3b9,d7020100050000025d5e000000000000000020b0ffffb269fffff56ffa07fe7dfe41d607
23903,1606,-4269,9918,1706,1620,295,10999,5884,198,846,982,215,537,14221,0,11949,11006,d7020100050000015d5f00000000000000000646ffffef53000026be06aa06540127299a,d7020100050000025d5f00000000000000002af7000016fc000000c6034e03d600d7f773
23904,-15682,-3175,13808,542,-169,-9,-6667,-14954,-6371,518,1381,-1796,178,10631,0,,25044,d7020100050000015d60000000000000ffffc2befffff399000035f0021eff57fff79072,d7020100050000025d60000000000000ffffe5f5ffffc596ffffe71d02060565f8fc6efc
23905,8504,-8534,-14868,-1643,1167,-1693,-17480,3924,2279,115,-1640,-1135,988,14047,0,6301,26009,d7020100050000015d6100000000000000002138ffffdeaaffffc5ecf995048ff963b569,d7020100050000025d61000000000000ffffbbb800000f54000008e70073f998fb917bf2
23906,-2043,-14616,-5914,-464,-752,745,14756,-5107,-7188,-1958,414,1199,561,11032,0,3841,17838,d7020100050000015d62000000000000fffff805ffffc6e8ffffe8e6fe30fd1002e9f11c,d7020100050000025d62000000000000000039a4ffffec0dffffe3ecf85a019e04afd881
23907,11706,7251,-5361,-1676,-1469,1949,7390,-8978,-8747,-1231,-814,866,287,2143,0,4935,15799,d7020100050000015d6300000000000000002dba00001c53ffffeb0ff974fa43079dc2d8,d7020100050000025d6300000000000000001cdeffffdceeffffddd5fb31fcd20362e8ed
23908,-19358,-13722,-16221,-1576,-1990,-963,-13812,4272,6037,1261,1121,23,779,3406,0,,29154,d7020100050000015d64000000000000ffffb462ffffca66ffffc0a3f9d8f83afc3d1430,d7020100050000025d64000000000000ffffca0c000010b00000179504ed046100177d60
23909,14168,16560,11963,-71,728,-526,3897,-13304,-11334,506,607,1343,141,2282,0,11939,31506,d7020100050000015d6500000000000000003758000040b000002ebbffb902d8fdf28da0,d7020100050000025d6500000000000000000f39ffffcc08ffffd3ba01fa025f053f9ef3
23910,10611,2486,520,1918,817,1484,16069,-14632,17784,1875,-1806,1285,615,2286,0,,24917,d7020100050000015d6600000000000000002973000009b600000208077e033105cc510f,d7020100050000025d6600000000000000003ec5ffffc6d8000045780753f8f205052e9d
23911,-19473,-10210,8093,-907,-68,532,15404,12807,-16148,-422,-524,1455,994,10009,0,12319,46230,d7020100050000015d67000000000000ffffb3efffffd81e00001f9dfc75ffbc0214ac9a,d7020100050000025d6700000000000000003c2c00003207ffffc0ecfe5afdf405afba0d
23912,-3292,14140,19088,-41,740,-199,-2653,-13635,-12381,-916,1706,-1932,852,14586,0,,41978,d7020100050000015d68000000000000fffff3240000373c00004a90ffd702e4ff39fe26,d7020100050000025d68000000000000fffff5a3ffffcabdffffcfa3fc6c06aaf874fba8
23913,-8589,15190,-4740,43,1429,-1930,6642,-10061,8682,-1006,-1765,548,475,7113,0,,32399,d7020100050000015d69000000000000ffffde7300003b56ffffed7c002b0595f876b624,d7020100050000025d69000000000000000019f2ffffd8b3000021eafc12f91b02240f9e
23914,-7112,18187,2254,83,1718,340,-559,-5198,-17263,242,1451,659,541,11039,0,,31156,d7020100050000015d6a000000000000ffffe4380000470b000008ce005306b60154b776,d7020100050000025d6a000000000000fffffdd1ffffebb2ffffbc9100f205ab0293dca8
23915,-15930,-13253,16278,1249,631,-1836,13934,-9265,-2617,1695,-431,1358,211,9383,0,4447,32199,d7020100050000015d6b000000000000ffffc1c6ffffcc3b00003f9604e10277f8d45535,d7020100050000025d6b0000000000000000366effffdbcffffff5c7069ffe51054ec730
23916,-16162,-8875,-13252,1974,1618,1422,-18794,800,8073,-458,1174,413,321,4987,0,2723,22415,d7020100050000015d6c000000000000ffffc0deffffdd55ffffcc3c07b60652058e0260,d7020100050000025d6c000000000000ffffb6960000032000001f89fe360496019d44e7
23917,8049,15018,7516,-153,-885,-1650,-10902,5310,1548,119,-1475,-1696,424,12451,0,,22113,d7020100050000015d6d00000000000000001f7100003aaa00001d5cff67fc8bf98e339e,d7020100050000025d6d000000000000ffffd56a000014be0000060c0077fa3df9604ac3
23918,-6066,18692,-19006,1879,596,849,17679,-11795,-10566,1076,1090,-1760,814,12714,0,7296,33983,d7020100050000015d6e000000000000ffffe84e00004904ffffb5c2075702540351b9c2,d7020100050000025d6e0000000000000000450fffffd1edffffd6ba04340442f9202dd8
23919,-11085,-8878,-13169,-1581,-319,-1949,-11050,-3356,6145,-922,-642,-1094,402,11256,0,,20087,d7020100050000015d6f000000000000ffffd4b3ffffdd52ffffcc8ff9d3fec1f8639054,d7020100050000025d6f000000000000ffffd4d6fffff2e400001801fc66fd7efbba9e4a
23920,5727,11451,7750,1670,894,-210,-15515,19531,-5857,681,484,-1769,478,1692,0,,26488,d7020100050000015d700000000000000000165f00002cbb00001e460686037eff2e1a72,d7020100050000025d70000000000000ffffc36500004c4bffffe91f02a901e4f917495b
23921,3971,10804,55,938,409,-1422,18829,1599,19584,1565,-1275,-533,940,5487,0,,26208,d7020100050000015d7100000000000000000f8300002a340000003703aa0199fa72b3d2,d7020100050000025d710000000000000000498d0000063f00004c80061dfb05fdebe468
23922,-9191,-2129,-4810,-1935,495,516,-8056,-7108,7175,1106,836,724,427,10413,0,,13027,d7020100050000015d72000000000000ffffdc19fffff7afffffed36f87101ef0204e519,d7020100050000025d72000000000000ffffe088ffffe43c00001c070452034402d411f6
23923,-8768,2336,19038,325,-528,1796,-12203,-19622,4820,-1879,543,-50,920,14346,0,,26383,d7020100050000015d73000000000000ffffddc00000092000004a5e0145fdf00704b8c4,d7020100050000025d73000000000000ffffd055ffffb35a000012d4f8a9021fffceaea0
23924,5973,-13441,16349,83,1154,1619,-18083,17790,11697,1256,1408,1159,167,6225,0,10983,37100,d7020100050000015d7400000000000000001755ffffcb7f00003fdd005304820653495c,d7020100050000025d74000000000000ffffb95d0000457e00002db104e805800487221b
23925,6431,3039,-15084,148,-888,-559,10756,-5276,-12832,-79,110,1969,885,11702,0,482,9549,d7020100050000015d750000000000000000191f00000bdfffffc5140094fc88fdd1f7db,d7020100050000025d7500000000000000002a04ffffeb64ffffcde0ffb1006e07b10ee0
23926,8109,17708,-14737,262,-963,562,2679,-12750,1414,1841,1237,417,101,11229,0,10596,19808,d7020100050000015d7600000000000000001fad0000452cffffc66f0106fc3d02324fd2,d7020100050000025d7600000000000000000a77ffffce3200000586073104d501a1384c
23927,17004,-17100,-9320,1370,1067,446,-17804,-6701,2529,-761,-1149,-1142,964,9828,0,,38211,d7020100050000015d770000000000000000426cffffbd34ffffdb98055a042b01be0c1e,d7020100050000025d77000000000000ffffba74ffffe5d3000009e1fd07fb83fb8ada30
23928,-10782,19965,675,-411,1319,24,-17761,-10881,7942,-1458,1868,-1369,291,8223,0,5917,30596,d7020100050000015d78000000000000ffffd5e200004dfd000002a3fe650527001818d7,d7020100050000025d78000000000000ffffba9fffffd57f00001f06fa4e074cfaa760b3
23929,4475,17806,9945,1354,791,332,-6987,-8427,-6019,-329,-90,-243,685,1859,0,,32777,d7020100050000015d790000000000000000117b0000458e000026d9054a0317014ca0a7,d7020100050000025d79000000000000ffffe4b5ffffdf15ffffe87dfeb7ffa6ff0dfe01
23930,7539,-18126,8224,680,-961,-702,10242,-1166,-6657,868,177,1008,606,9536,0,1325,22559,d7020100050000015d7a00000000000000001d73ffffb9320000202002a8fc3ffd422cbd,d7020100050000025d7a00000000000000002802fffffb72ffffe5ff036400b103f045fa
23931,3486,18414,-2936,285,-1212,9,19066,12850,1935,1366,1481,-564,316,8003,0,107,17243,d7020100050000015d7b00000000000000000d9e000047eefffff488011dfb440009ef1d,d7020100050000025d7b00000000000000004a7a000032320000078f055605c9fdcc83fc
23932,2959,-9,1663,-472,-907,1984,-13643,14769,-9151,1823,-774,-488,532,14798,0,825,24560,d7020100050000015d7c00000000000000000b8ffffffff70000067ffe28fc7507c07516,d7020100050000025d7c000000000000ffffcab5000039b1ffffdc41071ffcfafe18917a
23933,424,-6049,-18231,1816,415,-421,5123,9356,-10150,1575,-1864,-31,303,7172,0,6123,11049,d7020100050000015d7d000000000000000001a8ffffe85fffffb8c90718019ffe5b22ac,d7020100050000025d7d000000000000000014030000248cffffd85a0627f8b8ffe18c10
23934,-9748,13229,-10141,-597,1504,1668,-4874,17462,-19662,1841,815,342,408,13276,0,,11503,d7020100050000015d7e000000000000ffffd9ec000033adffffd863fdab05e006843948,d7020100050000025d7e000000000000ffffecf600004436ffffb3320731032f0156c488
23935,5098,1558,19007,-1010,1367,645,17161,16774,-14959,-677,-683,974,131,9755,0,8673,34613,d7020100050000015d7f000000000000000013ea0000061600004a3ffc0e055702853c0e,d7020100050000025d7f0000000000000000430900004186ffffc591fd5bfd5503ce5a78
23936,2634,-6132,870,-1019,1447,-916,17202,8401,13887,345,-904,1963,625,10969,0,,24349,d7020100050000015d8000000000000000000a4affffe80c00000366fc0505a7fc6cfd4b,d7020100050000025d8000000000000000004332000020d10000363f0159fc7807ab928b
